"['2/14/06', '0.021427', '0', '0.031836', '0.014383', '0.010012', '0.0023003', '0.0045004', '0.044768', '0.36642', '0.0045367', '0', '0.067684', '0.16805', '0', '0', '0', '0.011227', '0.2313', '0.0069313', '0.014622']"
"['4/7/09', '0.021297', '0', '0.031357', '0.014546', '0.010493', '0.0023378', '0.0044797', '0.044356', '0.36087', '0.0044902', '0', '0.07204', '0.1699', '0', '0', '0', '0.011165', '0.23111', '0.0069293', '0.014624']"
"['4/8/09', '0.021297', '0', '0.031356', '0.014546', '0.010494', '0.0023379', '0.0044797', '0.044356', '0.36087', '0.0044902', '0', '0.072044', '0.1699', '0', '0', '0', '0.011165', '0.23111', '0.0069293', '0.014624']"
"['4/15/09', '0.021296', '0', '0.031354', '0.014547', '0.010496', '0.0023381', '0.0044796', '0.044353', '0.36084', '0.0044899', '0', '0.07207', '0.16991', '0', '0', '0', '0.011165', '0.23111', '0.0069292', '0.014624']"
"['4/15/09', '0.021296', '0', '0.031354', '0.014547', '0.010496', '0.0023381', '0.0044796', '0.044353', '0.36084', '0.0044899', '0', '0.07207', '0.16991', '0', '0', '0', '0.011165', '0.23111', '0.0069292', '0.014624']"
"['4/17/09', '0.021296', '0', '0.031353', '0.014547', '0.010497', '0.0023382', '0.0044795', '0.044352', '0.36083', '0.0044898', '0', '0.072078', '0.16992', '0', '0', '0', '0.011164', '0.23111', '0.0069292', '0.014624']"
"['4/18/09', '0.021296', '0', '0.031352', '0.014548', '0.010498', '0.0023382', '0.0044795', '0.044352', '0.36082', '0.0044898', '0', '0.072082', '0.16992', '0', '0', '0', '0.011164', '0.23111', '0.0069292', '0.014624']"
"['4/18/09', '0.021296', '0', '0.031352', '0.014548', '0.010498', '0.0023382', '0.0044795', '0.044352', '0.36082', '0.0044898', '0', '0.072082', '0.16992', '0', '0', '0', '0.011164', '0.23111', '0.0069292', '0.014624']"
"['4/23/09', '0.021295', '0', '0.03135', '0.014548', '0.0105', '0.0023384', '0.0044794', '0.04435', '0.3608', '0.0044896', '0', '0.072101', '0.16993', '0', '0', '0', '0.011164', '0.23111', '0.0069292', '0.014624']"
"['4/24/09', '0.021295', '0', '0.03135', '0.014548', '0.0105', '0.0023384', '0.0044794', '0.04435', '0.36079', '0.0044895', '0', '0.072105', '0.16993', '0', '0', '0', '0.011164', '0.23111', '0.0069292', '0.014624']"
"['4/27/09', '0.021295', '0', '0.031349', '0.014549', '0.010501', '0.0023385', '0.0044794', '0.044349', '0.36078', '0.0044894', '0', '0.072116', '0.16993', '0', '0', '0', '0.011164', '0.23111', '0.0069292', '0.014624']"
"['5/5/09', '0.021294', '0', '0.031345', '0.01455', '0.010505', '0.0023388', '0.0044792', '0.044346', '0.36074', '0.0044891', '0', '0.072146', '0.16994', '0', '0', '0', '0.011163', '0.23111', '0.0069292', '0.014624']"
"['5/7/09', '0.021293', '0', '0.031344', '0.01455', '0.010506', '0.0023388', '0.0044792', '0.044345', '0.36073', '0.004489', '0', '0.072154', '0.16995', '0', '0', '0', '0.011163', '0.23111', '0.0069292', '0.014624']"
"['5/8/09', '0.021293', '0', '0.031344', '0.01455', '0.010506', '0.0023389', '0.0044792', '0.044345', '0.36073', '0.004489', '0', '0.072158', '0.16995', '0', '0', '0', '0.011163', '0.23111', '0.0069292', '0.014624']"
"['5/8/09', '0.021293', '0', '0.031344', '0.01455', '0.010506', '0.0023389', '0.0044792', '0.044345', '0.36073', '0.004489', '0', '0.072158', '0.16995', '0', '0', '0', '0.011163', '0.23111', '0.0069292', '0.014624']"
"['5/12/09', '0.021293', '0', '0.031342', '0.014551', '0.010508', '0.002339', '0.0044791', '0.044343', '0.36071', '0.0044888', '0', '0.072173', '0.16996', '0', '0', '0', '0.011163', '0.23111', '0.0069292', '0.014624']"
"['5/13/09', '0.021293', '0', '0.031342', '0.014551', '0.010508', '0.002339', '0.0044791', '0.044343', '0.3607', '0.0044888', '0', '0.072177', '0.16996', '0', '0', '0', '0.011163', '0.23111', '0.0069292', '0.014624']"
"['5/16/09', '0.021292', '0', '0.031341', '0.014552', '0.010509', '0.0023391', '0.004479', '0.044342', '0.36069', '0.0044886', '0', '0.072188', '0.16996', '0', '0', '0', '0.011163', '0.2311', '0.0069292', '0.014624']"
"['5/18/09', '0.021292', '0', '0.03134', '0.014552', '0.01051', '0.0023392', '0.004479', '0.044341', '0.36068', '0.0044886', '0', '0.072196', '0.16997', '0', '0', '0', '0.011163', '0.2311', '0.0069292', '0.014624']"
"['5/27/09', '0.021291', '0', '0.031336', '0.014553', '0.010514', '0.0023395', '0.0044788', '0.044338', '0.36063', '0.0044882', '0', '0.07223', '0.16998', '0', '0', '0', '0.011162', '0.2311', '0.0069292', '0.014624']"
"['5/31/09', '0.021291', '0', '0.031334', '0.014554', '0.010516', '0.0023396', '0.0044787', '0.044337', '0.36061', '0.004488', '0', '0.072245', '0.16999', '0', '0', '0', '0.011162', '0.2311', '0.0069292', '0.014624']"
"['6/3/09', '0.02129', '0', '0.031333', '0.014554', '0.010517', '0.0023397', '0.0044787', '0.044336', '0.3606', '0.0044879', '0', '0.072256', '0.16999', '0', '0', '0', '0.011162', '0.2311', '0.0069292', '0.014624']"
"['6/3/09', '0.02129', '0', '0.031333', '0.014554', '0.010517', '0.0023397', '0.0044787', '0.044336', '0.3606', '0.0044879', '0', '0.072256', '0.16999', '0', '0', '0', '0.011162', '0.2311', '0.0069292', '0.014624']"
"['6/3/09', '0.02129', '0', '0.031333', '0.014554', '0.010517', '0.0023397', '0.0044787', '0.044336', '0.3606', '0.0044879', '0', '0.072256', '0.16999', '0', '0', '0', '0.011162', '0.2311', '0.0069292', '0.014624']"
"['6/3/09', '0.02129', '0', '0.031333', '0.014554', '0.010517', '0.0023397', '0.0044787', '0.044336', '0.3606', '0.0044879', '0', '0.072256', '0.16999', '0', '0', '0', '0.011162', '0.2311', '0.0069292', '0.014624']"
"['6/4/09', '0.02129', '0', '0.031333', '0.014554', '0.010517', '0.0023397', '0.0044787', '0.044335', '0.36059', '0.0044879', '0', '0.07226', '0.16999', '0', '0', '0', '0.011162', '0.2311', '0.0069292', '0.014624']"
"['6/5/09', '0.02129', '0', '0.031332', '0.014554', '0.010518', '0.0023398', '0.0044787', '0.044335', '0.36059', '0.0044878', '0', '0.072264', '0.16999', '0', '0', '0', '0.011162', '0.2311', '0.0069292', '0.014624']"
"['6/7/09', '0.02129', '0', '0.031331', '0.014555', '0.010519', '0.0023398', '0.0044786', '0.044334', '0.36058', '0.0044877', '0', '0.072272', '0.17', '0', '0', '0', '0.011162', '0.2311', '0.0069292', '0.014624']"
"['6/8/09', '0.02129', '0', '0.031331', '0.014555', '0.010519', '0.0023399', '0.0044786', '0.044334', '0.36058', '0.0044877', '0', '0.072275', '0.17', '0', '0', '0', '0.011162', '0.2311', '0.0069292', '0.014624']"
"['6/8/09', '0.02129', '0', '0.031331', '0.014555', '0.010519', '0.0023399', '0.0044786', '0.044334', '0.36058', '0.0044877', '0', '0.072275', '0.17', '0', '0', '0', '0.011162', '0.2311', '0.0069292', '0.014624']"
"['6/12/09', '0.021289', '0', '0.031329', '0.014555', '0.010521', '0.00234', '0.0044785', '0.044332', '0.36056', '0.0044875', '0', '0.072291', '0.17001', '0', '0', '0', '0.011161', '0.2311', '0.0069291', '0.014624']"
"['6/12/09', '0.021289', '0', '0.031329', '0.014555', '0.010521', '0.00234', '0.0044785', '0.044332', '0.36056', '0.0044875', '0', '0.072291', '0.17001', '0', '0', '0', '0.011161', '0.2311', '0.0069291', '0.014624']"
"['6/15/09', '0.021289', '0', '0.031328', '0.014556', '0.010522', '0.0023401', '0.0044785', '0.044331', '0.36054', '0.0044874', '0', '0.072302', '0.17001', '0', '0', '0', '0.011161', '0.2311', '0.0069291', '0.014624']"
"['6/20/09', '0.021288', '0', '0.031326', '0.014556', '0.010524', '0.0023403', '0.0044784', '0.044329', '0.36052', '0.0044872', '0', '0.072321', '0.17002', '0', '0', '0', '0.011161', '0.2311', '0.0069291', '0.014624']"
"['6/22/09', '0.021288', '0', '0.031325', '0.014557', '0.010525', '0.0023403', '0.0044784', '0.044329', '0.36051', '0.0044871', '0', '0.072329', '0.17002', '0', '0', '0', '0.011161', '0.2311', '0.0069291', '0.014624']"
"['6/22/09', '0.021288', '0', '0.031325', '0.014557', '0.010525', '0.0023403', '0.0044784', '0.044329', '0.36051', '0.0044871', '0', '0.072329', '0.17002', '0', '0', '0', '0.011161', '0.2311', '0.0069291', '0.014624']"
"['6/22/09', '0.021288', '0', '0.031325', '0.014557', '0.010525', '0.0023403', '0.0044784', '0.044329', '0.36051', '0.0044871', '0', '0.072329', '0.17002', '0', '0', '0', '0.011161', '0.2311', '0.0069291', '0.014624']"
"['6/23/09', '0.021288', '0', '0.031325', '0.014557', '0.010525', '0.0023404', '0.0044783', '0.044328', '0.3605', '0.0044871', '0', '0.072332', '0.17002', '0', '0', '0', '0.011161', '0.2311', '0.0069291', '0.014624']"
"['6/23/09', '0.021288', '0', '0.031325', '0.014557', '0.010525', '0.0023404', '0.0044783', '0.044328', '0.3605', '0.0044871', '0', '0.072332', '0.17002', '0', '0', '0', '0.011161', '0.2311', '0.0069291', '0.014624']"
"['6/29/09', '0.021287', '0', '0.031322', '0.014558', '0.010528', '0.0023406', '0.0044782', '0.044326', '0.36047', '0.0044869', '0', '0.072355', '0.17003', '0', '0', '0', '0.01116', '0.2311', '0.0069291', '0.014624']"
"['6/29/09', '0.021287', '0', '0.031322', '0.014558', '0.010528', '0.0023406', '0.0044782', '0.044326', '0.36047', '0.0044869', '0', '0.072355', '0.17003', '0', '0', '0', '0.01116', '0.2311', '0.0069291', '0.014624']"
"['7/3/09', '0.021287', '0', '0.031321', '0.014558', '0.01053', '0.0023407', '0.0044782', '0.044325', '0.36045', '0.0044867', '0', '0.07237', '0.17004', '0', '0', '0', '0.01116', '0.2311', '0.0069291', '0.014624']"
"['7/4/09', '0.021287', '0', '0.03132', '0.014558', '0.01053', '0.0023407', '0.0044781', '0.044324', '0.36045', '0.0044867', '0', '0.072374', '0.17004', '0', '0', '0', '0.01116', '0.2311', '0.0069291', '0.014624']"
"['7/4/09', '0.021287', '0', '0.03132', '0.014558', '0.01053', '0.0023407', '0.0044781', '0.044324', '0.36045', '0.0044867', '0', '0.072374', '0.17004', '0', '0', '0', '0.01116', '0.2311', '0.0069291', '0.014624']"
"['7/6/09', '0.021287', '0', '0.031319', '0.014559', '0.010531', '0.0023408', '0.0044781', '0.044324', '0.36044', '0.0044866', '0', '0.072382', '0.17004', '0', '0', '0', '0.01116', '0.2311', '0.0069291', '0.014624']"
"['7/10/09', '0.021286', '0', '0.031318', '0.014559', '0.010533', '0.0023409', '0.004478', '0.044322', '0.36042', '0.0044864', '0', '0.072397', '0.17005', '0', '0', '0', '0.01116', '0.2311', '0.0069291', '0.014624']"
"['7/10/09', '0.021286', '0', '0.031318', '0.014559', '0.010533', '0.0023409', '0.004478', '0.044322', '0.36042', '0.0044864', '0', '0.072397', '0.17005', '0', '0', '0', '0.01116', '0.2311', '0.0069291', '0.014624']"
"['7/10/09', '0.021286', '0', '0.031318', '0.014559', '0.010533', '0.0023409', '0.004478', '0.044322', '0.36042', '0.0044864', '0', '0.072397', '0.17005', '0', '0', '0', '0.01116', '0.2311', '0.0069291', '0.014624']"
"['7/12/09', '0.021286', '0', '0.031317', '0.01456', '0.010533', '0.002341', '0.004478', '0.044322', '0.36041', '0.0044863', '0', '0.072404', '0.17005', '0', '0', '0', '0.01116', '0.2311', '0.0069291', '0.014624']"
"['7/13/09', '0.021286', '0', '0.031316', '0.01456', '0.010534', '0.002341', '0.004478', '0.044321', '0.36041', '0.0044863', '0', '0.072408', '0.17006', '0', '0', '0', '0.01116', '0.2311', '0.0069291', '0.014624']"
"['7/13/09', '0.021286', '0', '0.031316', '0.01456', '0.010534', '0.002341', '0.004478', '0.044321', '0.36041', '0.0044863', '0', '0.072408', '0.17006', '0', '0', '0', '0.01116', '0.2311', '0.0069291', '0.014624']"
"['7/15/09', '0.021286', '0', '0.031316', '0.01456', '0.010535', '0.0023411', '0.0044779', '0.04432', '0.3604', '0.0044862', '0', '0.072416', '0.17006', '0', '0', '0', '0.01116', '0.2311', '0.0069291', '0.014624']"
"['7/16/09', '0.021285', '0', '0.031315', '0.01456', '0.010535', '0.0023411', '0.0044779', '0.04432', '0.36039', '0.0044862', '0', '0.07242', '0.17006', '0', '0', '0', '0.01116', '0.23109', '0.0069291', '0.014624']"
"['7/16/09', '0.021285', '0', '0.031315', '0.01456', '0.010535', '0.0023411', '0.0044779', '0.04432', '0.36039', '0.0044862', '0', '0.07242', '0.17006', '0', '0', '0', '0.01116', '0.23109', '0.0069291', '0.014624']"
"['7/16/09', '0.021285', '0', '0.031315', '0.01456', '0.010535', '0.0023411', '0.0044779', '0.04432', '0.36039', '0.0044862', '0', '0.07242', '0.17006', '0', '0', '0', '0.01116', '0.23109', '0.0069291', '0.014624']"
"['7/17/09', '0.021285', '0', '0.031315', '0.01456', '0.010535', '0.0023411', '0.0044779', '0.04432', '0.36039', '0.0044861', '0', '0.072423', '0.17006', '0', '0', '0', '0.011159', '0.23109', '0.0069291', '0.014624']"
"['7/19/09', '0.021285', '0', '0.031314', '0.014561', '0.010536', '0.0023412', '0.0044779', '0.044319', '0.36038', '0.004486', '0', '0.072431', '0.17007', '0', '0', '0', '0.011159', '0.23109', '0.0069291', '0.014624']"
"['7/19/09', '0.021285', '0', '0.031314', '0.014561', '0.010536', '0.0023412', '0.0044779', '0.044319', '0.36038', '0.004486', '0', '0.072431', '0.17007', '0', '0', '0', '0.011159', '0.23109', '0.0069291', '0.014624']"
"['7/21/09', '0.021285', '0', '0.031313', '0.014561', '0.010537', '0.0023413', '0.0044778', '0.044318', '0.36037', '0.004486', '0', '0.072439', '0.17007', '0', '0', '0', '0.011159', '0.23109', '0.0069291', '0.014624']"
"['7/21/09', '0.021285', '0', '0.031313', '0.014561', '0.010537', '0.0023413', '0.0044778', '0.044318', '0.36037', '0.004486', '0', '0.072439', '0.17007', '0', '0', '0', '0.011159', '0.23109', '0.0069291', '0.014624']"
"['7/24/09', '0.021285', '0', '0.031312', '0.014561', '0.010538', '0.0023414', '0.0044778', '0.044317', '0.36035', '0.0044858', '0', '0.07245', '0.17007', '0', '0', '0', '0.011159', '0.23109', '0.0069291', '0.014624']"
"['7/25/09', '0.021284', '0', '0.031311', '0.014561', '0.010539', '0.0023414', '0.0044778', '0.044317', '0.36035', '0.0044858', '0', '0.072454', '0.17007', '0', '0', '0', '0.011159', '0.23109', '0.0069291', '0.014624']"
"['7/25/09', '0.021284', '0', '0.031311', '0.014561', '0.010539', '0.0023414', '0.0044778', '0.044317', '0.36035', '0.0044858', '0', '0.072454', '0.17007', '0', '0', '0', '0.011159', '0.23109', '0.0069291', '0.014624']"
"['7/28/09', '0.021284', '0', '0.03131', '0.014562', '0.01054', '0.0023415', '0.0044777', '0.044316', '0.36033', '0.0044857', '0', '0.072465', '0.17008', '0', '0', '0', '0.011159', '0.23109', '0.0069291', '0.014624']"
"['7/29/09', '0.021284', '0', '0.03131', '0.014562', '0.01054', '0.0023415', '0.0044777', '0.044315', '0.36033', '0.0044856', '0', '0.072469', '0.17008', '0', '0', '0', '0.011159', '0.23109', '0.0069291', '0.014624']"
"['7/30/09', '0.021284', '0', '0.031309', '0.014562', '0.010541', '0.0023416', '0.0044777', '0.044315', '0.36032', '0.0044856', '0', '0.072473', '0.17008', '0', '0', '0', '0.011159', '0.23109', '0.0069291', '0.014624']"
"['7/31/09', '0.021284', '0', '0.031309', '0.014562', '0.010541', '0.0023416', '0.0044776', '0.044315', '0.36032', '0.0044856', '0', '0.072477', '0.17008', '0', '0', '0', '0.011159', '0.23109', '0.0069291', '0.014624']"
"['8/1/09', '0.021284', '0', '0.031309', '0.014562', '0.010542', '0.0023416', '0.0044776', '0.044314', '0.36031', '0.0044855', '0', '0.07248', '0.17009', '0', '0', '0', '0.011159', '0.23109', '0.0069291', '0.014624']"
"['8/1/09', '0.021284', '0', '0.031309', '0.014562', '0.010542', '0.0023416', '0.0044776', '0.044314', '0.36031', '0.0044855', '0', '0.07248', '0.17009', '0', '0', '0', '0.011159', '0.23109', '0.0069291', '0.014624']"
"['8/2/09', '0.021284', '0', '0.031308', '0.014563', '0.010542', '0.0023417', '0.0044776', '0.044314', '0.36031', '0.0044855', '0', '0.072484', '0.17009', '0', '0', '0', '0.011159', '0.23109', '0.0069291', '0.014624']"
"['8/4/09', '0.021283', '0', '0.031307', '0.014563', '0.010543', '0.0023417', '0.0044776', '0.044313', '0.3603', '0.0044854', '0', '0.072492', '0.17009', '0', '0', '0', '0.011159', '0.23109', '0.006929', '0.014624']"
"['8/5/09', '0.021283', '0', '0.031307', '0.014563', '0.010543', '0.0023418', '0.0044776', '0.044313', '0.36029', '0.0044854', '0', '0.072496', '0.17009', '0', '0', '0', '0.011158', '0.23109', '0.006929', '0.014624']"
"['8/8/09', '0.021283', '0', '0.031306', '0.014563', '0.010545', '0.0023419', '0.0044775', '0.044312', '0.36028', '0.0044852', '0', '0.072507', '0.1701', '0', '0', '0', '0.011158', '0.23109', '0.006929', '0.014624']"
"['8/9/09', '0.021283', '0', '0.031305', '0.014564', '0.010545', '0.0023419', '0.0044775', '0.044311', '0.36028', '0.0044852', '0', '0.072511', '0.1701', '0', '0', '0', '0.011158', '0.23109', '0.006929', '0.014624']"
"['8/9/09', '0.021283', '0', '0.031305', '0.014564', '0.010545', '0.0023419', '0.0044775', '0.044311', '0.36028', '0.0044852', '0', '0.072511', '0.1701', '0', '0', '0', '0.011158', '0.23109', '0.006929', '0.014624']"
"['8/10/09', '0.021283', '0', '0.031305', '0.014564', '0.010545', '0.0023419', '0.0044775', '0.044311', '0.36027', '0.0044852', '0', '0.072514', '0.1701', '0', '0', '0', '0.011158', '0.23109', '0.006929', '0.014624']"
"['8/10/09', '0.021283', '0', '0.031305', '0.014564', '0.010545', '0.0023419', '0.0044775', '0.044311', '0.36027', '0.0044852', '0', '0.072514', '0.1701', '0', '0', '0', '0.011158', '0.23109', '0.006929', '0.014624']"
"['8/12/09', '0.021282', '0', '0.031304', '0.014564', '0.010546', '0.002342', '0.0044774', '0.04431', '0.36026', '0.0044851', '0', '0.072522', '0.1701', '0', '0', '0', '0.011158', '0.23109', '0.006929', '0.014624']"
"['8/12/09', '0.021282', '0', '0.031304', '0.014564', '0.010546', '0.002342', '0.0044774', '0.04431', '0.36026', '0.0044851', '0', '0.072522', '0.1701', '0', '0', '0', '0.011158', '0.23109', '0.006929', '0.014624']"
"['8/13/09', '0.021282', '0', '0.031304', '0.014564', '0.010547', '0.002342', '0.0044774', '0.04431', '0.36026', '0.004485', '0', '0.072526', '0.17011', '0', '0', '0', '0.011158', '0.23109', '0.006929', '0.014624']"
"['8/19/09', '0.021282', '0', '0.031301', '0.014565', '0.010549', '0.0023422', '0.0044773', '0.044308', '0.36023', '0.0044848', '0', '0.072549', '0.17012', '0', '0', '0', '0.011158', '0.23109', '0.006929', '0.014624']"
"['8/21/09', '0.021281', '0', '0.0313', '0.014565', '0.01055', '0.0023423', '0.0044773', '0.044307', '0.36022', '0.0044847', '0', '0.072556', '0.17012', '0', '0', '0', '0.011158', '0.23109', '0.006929', '0.014624']"
"['8/21/09', '0.021281', '0', '0.0313', '0.014565', '0.01055', '0.0023423', '0.0044773', '0.044307', '0.36022', '0.0044847', '0', '0.072556', '0.17012', '0', '0', '0', '0.011158', '0.23109', '0.006929', '0.014624']"
"['8/21/09', '0.021281', '0', '0.0313', '0.014565', '0.01055', '0.0023423', '0.0044773', '0.044307', '0.36022', '0.0044847', '0', '0.072556', '0.17012', '0', '0', '0', '0.011158', '0.23109', '0.006929', '0.014624']"
"['8/22/09', '0.021281', '0', '0.0313', '0.014565', '0.010551', '0.0023423', '0.0044773', '0.044307', '0.36021', '0.0044847', '0', '0.07256', '0.17012', '0', '0', '0', '0.011158', '0.23109', '0.006929', '0.014624']"
"['8/23/09', '0.021281', '0', '0.031299', '0.014566', '0.010551', '0.0023423', '0.0044772', '0.044306', '0.36021', '0.0044846', '0', '0.072564', '0.17012', '0', '0', '0', '0.011157', '0.23109', '0.006929', '0.014624']"
"['8/28/09', '0.021281', '0', '0.031297', '0.014566', '0.010553', '0.0023425', '0.0044771', '0.044305', '0.36018', '0.0044844', '0', '0.072583', '0.17013', '0', '0', '0', '0.011157', '0.23109', '0.006929', '0.014624']"
"['8/29/09', '0.02128', '0', '0.031297', '0.014566', '0.010553', '0.0023425', '0.0044771', '0.044304', '0.36018', '0.0044844', '0', '0.072587', '0.17013', '0', '0', '0', '0.011157', '0.23109', '0.006929', '0.014624']"
"['8/30/09', '0.02128', '0', '0.031296', '0.014567', '0.010554', '0.0023426', '0.0044771', '0.044304', '0.36017', '0.0044843', '0', '0.07259', '0.17013', '0', '0', '0', '0.011157', '0.23109', '0.006929', '0.014624']"
"['9/1/09', '0.02128', '0', '0.031296', '0.014567', '0.010555', '0.0023426', '0.0044771', '0.044303', '0.36016', '0.0044843', '0', '0.072598', '0.17014', '0', '0', '0', '0.011157', '0.23109', '0.006929', '0.014624']"
"['9/3/09', '0.02128', '0', '0.031295', '0.014567', '0.010556', '0.0023427', '0.004477', '0.044302', '0.36015', '0.0044842', '0', '0.072606', '0.17014', '0', '0', '0', '0.011157', '0.23109', '0.006929', '0.014624']"
"['9/5/09', '0.02128', '0', '0.031294', '0.014567', '0.010556', '0.0023428', '0.004477', '0.044302', '0.36015', '0.0044841', '0', '0.072613', '0.17014', '0', '0', '0', '0.011157', '0.23109', '0.006929', '0.014624']"
"['9/5/09', '0.02128', '0', '0.031294', '0.014567', '0.010556', '0.0023428', '0.004477', '0.044302', '0.36015', '0.0044841', '0', '0.072613', '0.17014', '0', '0', '0', '0.011157', '0.23109', '0.006929', '0.014624']"
"['9/10/09', '0.021279', '0', '0.031292', '0.014568', '0.010558', '0.0023429', '0.0044769', '0.0443', '0.36012', '0.0044839', '0', '0.072632', '0.17015', '0', '0', '0', '0.011156', '0.23109', '0.006929', '0.014624']"
"['9/13/09', '0.021279', '0', '0.031291', '0.014569', '0.01056', '0.002343', '0.0044769', '0.044299', '0.36011', '0.0044838', '0', '0.072644', '0.17016', '0', '0', '0', '0.011156', '0.23109', '0.006929', '0.014624']"
"['9/17/09', '0.021278', '0', '0.031289', '0.014569', '0.010561', '0.0023432', '0.0044768', '0.044297', '0.36009', '0.0044836', '0', '0.072659', '0.17016', '0', '0', '0', '0.011156', '0.23108', '0.006929', '0.014624']"
"['9/19/09', '0.021278', '0', '0.031288', '0.014569', '0.010562', '0.0023432', '0.0044767', '0.044297', '0.36008', '0.0044835', '0', '0.072666', '0.17017', '0', '0', '0', '0.011156', '0.23108', '0.006929', '0.014624']"
"['9/20/09', '0.021278', '0', '0.031288', '0.014569', '0.010563', '0.0023433', '0.0044767', '0.044296', '0.36007', '0.0044835', '0', '0.07267', '0.17017', '0', '0', '0', '0.011156', '0.23108', '0.006929', '0.014624']"
"['9/26/09', '0.021277', '0', '0.031285', '0.01457', '0.010565', '0.0023435', '0.0044766', '0.044294', '0.36004', '0.0044833', '0', '0.072693', '0.17018', '0', '0', '0', '0.011156', '0.23108', '0.006929', '0.014624']"
"['9/29/09', '0.021277', '0', '0.031284', '0.014571', '0.010566', '0.0023436', '0.0044766', '0.044293', '0.36003', '0.0044831', '0', '0.072704', '0.17018', '0', '0', '0', '0.011155', '0.23108', '0.0069289', '0.014624']"
"['9/29/09', '0.021277', '0', '0.031284', '0.014571', '0.010566', '0.0023436', '0.0044766', '0.044293', '0.36003', '0.0044831', '0', '0.072704', '0.17018', '0', '0', '0', '0.011155', '0.23108', '0.0069289', '0.014624']"
"['10/1/09', '0.021277', '0', '0.031283', '0.014571', '0.010567', '0.0023436', '0.0044765', '0.044292', '0.36002', '0.004483', '0', '0.072712', '0.17018', '0', '0', '0', '0.011155', '0.23108', '0.0069289', '0.014624']"
"['10/3/09', '0.021276', '0', '0.031282', '0.014571', '0.010568', '0.0023437', '0.0044765', '0.044292', '0.36001', '0.004483', '0', '0.072719', '0.17019', '0', '0', '0', '0.011155', '0.23108', '0.0069289', '0.014624']"
"['10/4/09', '0.021276', '0', '0.031282', '0.014571', '0.010569', '0.0023437', '0.0044765', '0.044291', '0.36', '0.0044829', '0', '0.072723', '0.17019', '0', '0', '0', '0.011155', '0.23108', '0.0069289', '0.014624']"
"['10/7/09', '0.021276', '0', '0.031281', '0.014572', '0.01057', '0.0023438', '0.0044764', '0.04429', '0.35999', '0.0044828', '0', '0.072735', '0.17019', '0', '0', '0', '0.011155', '0.23108', '0.0069289', '0.014624']"
"['10/7/09', '0.021276', '0', '0.031281', '0.014572', '0.01057', '0.0023438', '0.0044764', '0.04429', '0.35999', '0.0044828', '0', '0.072735', '0.17019', '0', '0', '0', '0.011155', '0.23108', '0.0069289', '0.014624']"
"['10/8/09', '0.021276', '0', '0.03128', '0.014572', '0.01057', '0.0023439', '0.0044764', '0.04429', '0.35999', '0.0044828', '0', '0.072738', '0.1702', '0', '0', '0', '0.011155', '0.23108', '0.0069289', '0.014624']"
"['10/10/09', '0.021276', '0', '0.031279', '0.014572', '0.010571', '0.0023439', '0.0044764', '0.044289', '0.35998', '0.0044827', '0', '0.072746', '0.1702', '0', '0', '0', '0.011155', '0.23108', '0.0069289', '0.014624']"
"['10/29/09', '0.021274', '0', '0.031271', '0.014575', '0.010579', '0.0023445', '0.004476', '0.044282', '0.35988', '0.0044819', '0', '0.072818', '0.17023', '0', '0', '0', '0.011154', '0.23108', '0.0069289', '0.014624']"
"['10/30/09', '0.021273', '0', '0.031271', '0.014575', '0.010579', '0.0023446', '0.004476', '0.044282', '0.35988', '0.0044819', '0', '0.072822', '0.17023', '0', '0', '0', '0.011154', '0.23108', '0.0069289', '0.014624']"
"['11/17/09', '0.021271', '0', '0.031263', '0.014578', '0.010587', '0.0023452', '0.0044757', '0.044276', '0.35979', '0.0044811', '0', '0.07289', '0.17026', '0', '0', '0', '0.011153', '0.23107', '0.0069289', '0.014624']"
"['12/5/09', '0.021269', '0', '0.031256', '0.01458', '0.010595', '0.0023457', '0.0044754', '0.044269', '0.35971', '0.0044804', '0', '0.072958', '0.17029', '0', '0', '0', '0.011152', '0.23107', '0.0069288', '0.014624']"
"['12/9/09', '0.021269', '0', '0.031254', '0.014581', '0.010596', '0.0023459', '0.0044753', '0.044268', '0.35969', '0.0044803', '0', '0.072974', '0.1703', '0', '0', '0', '0.011152', '0.23107', '0.0069288', '0.014624']"
"['12/9/09', '0.021269', '0', '0.031254', '0.014581', '0.010596', '0.0023459', '0.0044753', '0.044268', '0.35969', '0.0044803', '0', '0.072974', '0.1703', '0', '0', '0', '0.011152', '0.23107', '0.0069288', '0.014624']"
"['3/18/10', '0.021258', '0', '0.031213', '0.014595', '0.010638', '0.0023491', '0.0044735', '0.044232', '0.35921', '0.0044762', '0', '0.073349', '0.17045', '0', '0', '0', '0.011146', '0.23106', '0.0069286', '0.014624']"
"['3/19/10', '0.021258', '0', '0.031213', '0.014595', '0.010638', '0.0023491', '0.0044735', '0.044232', '0.3592', '0.0044762', '0', '0.073353', '0.17046', '0', '0', '0', '0.011146', '0.23106', '0.0069286', '0.014624']"
"['4/3/10', '0.021256', '0', '0.031206', '0.014597', '0.010644', '0.0023496', '0.0044732', '0.044226', '0.35913', '0.0044756', '0', '0.07341', '0.17048', '0', '0', '0', '0.011145', '0.23105', '0.0069286', '0.014624']"
"['5/2/10', '0.021253', '0', '0.031194', '0.014601', '0.010657', '0.0023506', '0.0044727', '0.044216', '0.35899', '0.0044744', '0', '0.07352', '0.17053', '0', '0', '0', '0.011144', '0.23105', '0.0069286', '0.014624']"
